PaÃ­s;CÃ³digo ISO paÃ­s;Oficina de registro;Grupo edad;Edad (aÃ±os);Ãrea Conocimiento;Sub Area Conocimiento;Nivel AcadÃ©mico;Estado civil;GÃ©nero;Etnia de la persona;Estatura (CM);LocalizaciÃ³n;Cantidad de personas;
JAPON;JPN;C. TOKIO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;140;(36.204824, 138.252924);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;115;(37.09024, -95.712891);1;
NUEVA ZELANDA;NZL;C. AUCKLAND;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;NINGUNA;-1;(-40.900557, 174.885971);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(8.537981, -80.782127);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;18;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;-1;(-38.416097, -63.616672);1;
CANADA;CAN;C. CALGARY;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;MASCULINO;OTRO;-1;(56.130366, -106.346771);2;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;ENFERMERÃA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. CARACAS;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;-1;(6.42375, -66.58973);1;
CANADA;CAN;C. CALGARY;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;127;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TECNOLÃ“GICO;DESCONOCIDO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);3;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;136;(6.42375, -66.58973);1;
GUATEMALA;GTM;C. GUATEMALA;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;128;(15.783471, -90.230759);1;
ANDORRA;AND;C. BARCELONA;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(42.546245, 1.601554);2;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;AFRODESCENDIENTE;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. PALMA DE MALLORCA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
FINLANDIA;FIN;C. HELSINKI;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(61.92411, 25.748151);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;-1;(-38.416097, -63.616672);1;
BRASIL;BRA;C. SAO PAULO;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(-14.235004, -51.92528);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;143;(9.748917, -83.753428);1;
SUIZA;CHE;C. BERNA;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;140;(46.818188, 8.227512);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;128;(23.634501, -102.552784);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;142;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;18;BELLAS ARTES;ARTES PLÃSTICAS, VISUALES Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;130;(40.463667, -3.74922);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;135;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÃA, LINGÃœÃSTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. OTTAWA;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(56.130366, -106.346771);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;125;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
EMIRATOS ARABES UNIDOS;ARE;C. ABU DHABI;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;-1;(23.424076, 53.847818);1;
ECUADOR;ECU;C. NUEVA LOJA;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;-1;(-1.831239, -78.183406);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;OTRO;140;(55.378051, -3.435973);2;
ECUADOR;ECU;C. GUAYAQUIL;ADULTO JOVEN;18;CIENCIAS SOCIALES Y HUMANAS;GEOGRAFÃA O HISTORIA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(-1.831239, -78.183406);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;140;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;18;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. LAS PALMAS DE G.C;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;130;(6.42375, -66.58973);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;-1;(-38.416097, -63.616672);1;
GRECIA;GRC;C. ROMA;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(39.074208, 21.824312);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;138;(46.227638, 2.213749);1;
CANADA;CAN;C. CALGARY;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;100;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;137;(37.09024, -95.712891);1;
EMIRATOS ARABES UNIDOS;ARE;C. ABU DHABI;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;130;(23.424076, 53.847818);1;
BRASIL;BRA;C. SAO PAULO;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;-1;(-14.235004, -51.92528);2;
ESPAÃ‘A;ESP;C. PALMA DE MALLORCA;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;138;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);4;
CANADA;CAN;C. OTTAWA;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(56.130366, -106.346771);4;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA CIVIL Y AFINES;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;FEMENINO;NINGUNA;-1;(-38.416097, -63.616672);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;18;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);2;
MEXICO;MEX;C. CANCUN;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(23.634501, -102.552784);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
TURQUIA;TUR;C. ANKARA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(38.963745, 35.243322);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;18;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(-1.831239, -78.183406);1;
ANTILLAS HOLANDESAS;NLD;C. WILLEMSTAD;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;133;(52.132633, 5.291266);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(40.463667, -3.74922);2;
NORUEGA;NOR;C. OSLO;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(60.472024, 8.468946);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);2;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-35.675147, -71.542969);1;
VENEZUELA;VEN;C. SAN ANT DE TACHIRA;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;18;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;168;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. LOS ANGELES;ADULTO JOVEN;18;NINGUNA;NINGUNA;NINGUNO;SOLTERO;FEMENINO;GITANO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. SAN ANT DE TACHIRA;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(6.42375, -66.58973);1;
VENEZUELA;VEN;C. BARQUISIMETO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;120;(6.42375, -66.58973);1;
ITALIA;ITA;C. MILAN;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(41.87194, 12.56738);1;
AUSTRALIA;AUS;C. SYDNEY;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;-1;(-25.274398, 133.775136);1;
ECUADOR;ECU;C. TULCAN;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;146;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
AUSTRIA;AUT;C. VIENA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(47.516231, 14.550072);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;18;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;148;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;132;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. BARQUISIMETO;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;DESCONOCIDO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;BACTERIOLOGÃA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;141;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;BELLAS ARTES;DISEÃ‘O;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;18;NINGUNA;NINGUNA;NINGUNO;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;110;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;18;NO INDICA;NO INDICA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;147;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;139;(40.463667, -3.74922);1;
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(51.165691, 10.451526);2;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;OTRO;140;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;18;NINGUNA;NINGUNA;NINGUNO;DESCONOCIDO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
PERU;PER;C. IQUITOS;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(-9.189967, -75.015152);2;
ECUADOR;ECU;C. GUAYAQUIL;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;139;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;140;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. PALMA DE MALLORCA;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;129;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. SAN CRISTOBAL;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;130;(6.42375, -66.58973);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;138;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. MERIDA VEN;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;123;(6.42375, -66.58973);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;143;(23.634501, -102.552784);1;
SUDAFRICA;ZAF;C. PRETORIA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(-30.559482, 22.937506);2;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);6;
VENEZUELA;VEN;C. MARACAIBO;ADULTO JOVEN;18;NO INDICA;NO INDICA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;130;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;185;(40.463667, -3.74922);1;
ECUADOR;ECU;C. NUEVA LOJA;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;125;(-1.831239, -78.183406);1;
CANADA;CAN;C. TORONTO;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(56.130366, -106.346771);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;MATEMÃTICAS Y CIENCIAS NATURALES;QUÃMICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. BARQUISIMETO;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;133;(6.42375, -66.58973);1;
SUIZA;CHE;C. BERNA;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;138;(46.818188, 8.227512);1;
BOLIVIA;BOL;C. LA PAZ;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;OTRO;142;(-16.290154, -63.588653);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;18;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÃ“N SOCIAL Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. PUERTO ORDAZ;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;OTRO;-1;(6.42375, -66.58973);1;
CANADA;CAN;C. TORONTO;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(56.130366, -106.346771);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;110;(40.463667, -3.74922);1;
BRASIL;BRA;C. MANAOS;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(-14.235004, -51.92528);1;
BRASIL;BRA;C. MANAOS;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-14.235004, -51.92528);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;DIVORCIADO;MASCULINO;NINGUNA;140;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);3;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;-1;(8.537981, -80.782127);1;
ECUADOR;ECU;C. GUAYAQUIL;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;135;(-1.831239, -78.183406);2;
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;130;(51.165691, 10.451526);1;
PERU;PER;C. IQUITOS;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(-9.189967, -75.015152);2;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;18;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;139;(37.09024, -95.712891);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;-1;(55.378051, -3.435973);2;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;MEDICINA;PREGRADO - TECNOLÃ“GICO;DESCONOCIDO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ITALIA;ITA;C. ROMA;ADULTO JOVEN;18;NO INDICA;COCINA Y CULINARIA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(41.87194, 12.56738);1;
VENEZUELA;VEN;C. BARQUISIMETO;ADULTO JOVEN;18;NO INDICA;NO INDICA;NINGUNO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;136;(6.42375, -66.58973);1;
PAISES BAJOS;NLD;C. AMSTERDAM;ADULTO JOVEN;18;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(52.132633, 5.291266);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ECUADOR;ECU;C. ESMERALDAS;ADULTO JOVEN;18;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;AFRODESCENDIENTE;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;18;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;138;(40.463667, -3.74922);1;
